purchase_number,total_orders,avg_order_amount,avg_days_gap_between_purchases
4363,4,7.09,0.0
4364,4,6.54,0.0
4365,4,41.23,0.75
4366,4,8.34,0.0
4367,4,7.9,0.0
4368,4,9.2,0.0
4369,4,9.34,0.0
4370,4,5.94,0.0
4371,4,8.12,0.0
4372,4,7.47,0.0
4373,4,31.4,0.0
4374,4,20.4,0.0
4375,4,25.37,0.0
4376,4,18.58,0.0
4377,4,4.34,0.0
4378,4,13.79,0.0
4379,4,13.4,0.0
4380,4,19.57,0.0
4381,4,23.4,1.5
4382,4,6.1,0.0
4383,4,18.33,0.0
4384,4,24.08,0.0
4385,4,22.47,0.0
4386,4,10.19,0.0
4387,4,15.44,0.0
4388,4,26.53,0.0
4389,4,7.44,0.0
4390,4,7.98,0.0
4391,4,6.56,0.0
4392,4,14.0,0.0
4393,4,6.52,0.0
4394,4,12.29,0.0
4395,4,5.34,0.0
4396,4,7.79,0.0
4397,4,3.85,0.0
4398,4,5.12,0.0
4399,4,5.46,0.0
4400,4,7.86,0.0
4401,4,24.34,0.0
4402,4,6.95,0.0
4403,4,9.66,0.0
4404,4,10.04,0.0
4405,4,9.0,0.0
4406,4,8.18,0.0
4407,4,14.77,0.0
4408,4,20.03,0.0
4409,4,8.68,0.0
4410,4,6.83,0.0
4411,4,8.99,0.0
4412,4,22.15,0.0
4413,4,3.42,0.0
4414,4,8.02,0.0
4415,4,5.55,0.0
4416,4,9.15,0.0
4417,4,6.92,0.0
4418,4,5.7,0.0
4419,4,9.42,0.0
4420,4,8.05,0.0
4421,4,6.49,0.0
4422,4,4.66,0.0
4423,4,10.08,0.0
4424,4,6.83,0.0
4425,4,6.34,0.0
4426,4,8.17,0.0
4427,4,5.85,0.0
4428,4,5.14,0.0
4429,4,14.64,0.0
4430,4,10.62,0.0
4431,4,10.46,0.0
4432,4,5.62,0.0
4433,4,9.3,0.0
4434,4,6.41,0.0
4435,4,8.7,0.0
4436,4,15.99,0.0
4437,4,6.62,0.0
4438,4,16.45,0.0
4439,4,14.3,0.0
4440,4,26.02,0.0
4441,4,10.68,0.0
4442,4,11.86,0.5
4443,4,7.08,0.0
4444,4,9.71,0.0
4445,4,11.96,0.0
4446,4,8.38,0.0
4447,4,5.53,0.0
4448,4,6.04,0.0
4449,4,8.9,0.0
4450,4,29.46,0.0
4451,4,9.7,0.0
4452,4,12.9,0.0
4453,4,12.98,0.0
4454,4,7.36,0.0
4455,4,12.51,0.0
4456,4,14.5,0.0
4457,4,12.51,0.0
4458,4,12.16,0.0
4459,4,8.85,0.0
4460,4,6.5,0.0
4461,4,15.14,0.0
4462,4,19.94,0.0
4463,4,17.58,0.0
4464,4,6.95,0.0
4465,4,12.61,0.0
4466,4,7.82,0.0
4467,4,10.52,0.0
4468,4,9.59,0.0
4469,4,13.2,0.0
4470,4,6.04,0.0
4471,4,8.74,0.0
4472,4,6.35,0.0
4473,4,5.63,0.0
4474,4,6.51,0.0
4475,4,6.18,0.0
4476,4,6.59,0.0
4477,4,11.76,0.0
4478,4,6.1,0.0
4479,4,5.88,0.0
4480,4,11.12,0.0
4481,4,390.3,0.0
4482,4,12.55,0.0
4483,4,4.02,0.0
4484,4,4.6,0.0
4485,4,10.45,0.0
4486,4,6.2,0.0
4487,4,5.74,0.0
4488,4,4.88,0.0
4489,4,8.44,0.0
4490,4,27.14,0.0
4491,4,7.26,0.5
4492,4,8.68,0.0
4493,4,9.74,0.0
4494,4,5.47,0.0
4495,4,8.89,0.0
4496,4,8.83,0.0
4497,4,14.84,0.75
4498,4,16.75,0.0
4499,4,11.16,0.0
4500,4,14.66,0.0
4501,4,9.54,0.0
4502,4,11.13,0.0
4503,4,9.22,0.0
4504,4,7.65,0.0
4505,4,7.74,0.0
4506,4,9.42,0.0
4507,4,7.53,0.0
4508,4,18.1,0.0
4509,4,7.31,0.0
4510,4,6.42,0.0
4511,4,10.52,0.0
4512,4,3.65,0.0
4513,4,7.01,0.0
4514,4,6.7,0.0
4515,4,8.19,0.0
4516,4,5.58,0.0
4517,4,10.43,0.0
4518,4,12.72,0.0
4519,4,3.48,0.0
4520,4,5.75,0.0
4521,4,5.28,0.0
4522,4,3.24,0.0
4523,4,8.26,0.0
4524,4,4.97,0.0
4525,4,9.79,0.0
4526,4,12.67,0.0
4527,4,8.41,0.0
4528,4,5.19,0.0
4529,4,7.54,0.0
4530,4,14.38,0.0
4531,4,10.53,0.0
4532,4,4.5,0.0
4533,4,6.0,0.0
4534,4,9.26,1.25
4535,4,6.76,0.0
4536,4,5.41,0.0
4537,4,3.83,0.0
4538,4,11.06,0.0
4539,4,7.78,0.0
4540,4,9.48,0.0
4541,4,9.37,0.5
4542,4,13.92,0.0
4543,4,11.66,0.0
4544,4,3.38,0.0
4545,4,7.03,0.0
4546,4,5.32,0.0
4547,4,10.39,0.0
4548,4,15.61,0.0
4549,4,21.51,0.0
4550,4,22.21,0.0
4551,4,7.26,0.0
4552,4,9.66,0.0
4553,4,7.04,0.0
4554,4,9.36,0.0
4555,4,6.74,0.0
4556,4,5.86,0.0
4557,4,6.3,0.0
4558,4,8.2,0.0
4559,4,14.46,0.0
4560,4,5.23,0.0
4561,4,7.7,0.0
4562,4,10.45,0.0
4563,4,45.36,0.0
4564,4,9.48,0.0
4565,4,7.97,0.25
4566,4,7.88,0.0
4567,4,19.78,0.0
4568,4,6.51,0.0
4569,4,10.04,0.0
4570,4,6.85,0.0
4571,4,28.72,0.0
4572,4,44.3,0.0
4573,4,10.99,0.0
4574,4,13.54,0.0
4575,4,9.67,0.0
4576,4,8.64,0.0
4577,4,8.62,0.0
4578,4,9.5,0.0
4579,4,9.66,0.0
4580,4,8.93,0.0
4581,4,24.51,0.0
4582,4,18.95,0.0
4583,4,7.43,1.75
4584,4,15.72,0.0
4585,4,11.42,0.0
4586,4,6.53,0.25
4587,4,11.19,0.0
4588,4,9.59,0.0
4589,4,9.84,0.0
4590,4,5.53,0.0
4591,4,5.15,0.0
4592,4,6.18,0.0
4593,4,6.58,0.0
4594,4,13.34,0.0
4595,4,7.0,0.75
4596,3,17.69,0.0
4597,3,28.38,0.0
4598,3,8.32,0.0
4599,3,7.9,0.0
4600,3,8.67,0.0
4601,3,12.8,0.0
4602,3,21.11,0.0
4603,3,7.0,0.0
4604,3,6.5,0.0
4605,3,17.13,0.0
4606,3,18.24,0.0
4607,3,8.72,0.0
4608,3,10.25,0.0
4609,3,19.25,0.0
4610,3,13.17,0.0
4611,3,16.28,0.0
4612,3,4.55,0.0
4613,3,8.25,0.0
4614,3,8.39,0.0
4615,3,6.59,0.0
4616,3,6.11,0.0
4617,3,27.03,0.0
4618,3,5.93,0.0
4619,3,8.64,0.0
4620,3,19.2,0.0
4621,3,9.41,0.0
4622,3,13.18,0.0
4623,3,14.65,0.0
4624,3,12.07,0.0
4625,3,8.0,0.0
4626,3,11.17,0.0
4627,3,10.37,0.0
4628,3,8.77,0.0
4629,3,4.5,0.0
4630,3,11.73,0.0
4631,3,5.2,0.0
4632,3,20.3,0.0
4633,3,15.08,0.0
4634,3,31.89,0.0
4635,3,22.56,0.0
4636,3,11.79,0.0
4637,3,24.91,0.0
4638,3,8.88,0.0
4639,3,10.24,0.0
4640,3,10.64,0.0
4641,3,14.11,0.0
4642,3,7.95,0.0
4643,3,25.54,0.0
4644,3,26.08,0.0
4645,3,15.81,0.0
4646,3,22.91,0.0
4647,3,8.53,0.0
4648,3,35.41,0.0
4649,3,56.51,0.0
4650,3,14.81,0.0
4651,3,13.35,0.0
4652,3,29.84,0.0
4653,3,24.2,0.0
4654,3,21.23,0.0
4655,3,5.7,0.0
4656,3,2.24,0.0
4657,3,10.58,0.0
4658,3,29.47,0.0
4659,3,36.79,0.67
4660,3,22.96,0.0
4661,3,12.2,0.0
4662,3,22.68,0.0
4663,3,10.25,0.0
4664,3,12.2,0.0
4665,3,17.82,0.0
4666,3,11.56,0.0
4667,3,11.79,0.0
4668,3,15.75,0.0
4669,3,8.49,0.0
4670,3,15.36,0.0
4671,3,30.79,0.0
4672,3,18.34,0.0
4673,3,10.13,0.0
4674,3,6.99,0.0
4675,3,8.15,0.0
4676,3,18.33,0.0
4677,3,12.95,0.0
4678,3,16.41,0.0
4679,3,6.76,0.0
4680,3,9.42,0.0
4681,3,9.43,0.0
4682,3,13.91,0.0
4683,3,9.57,0.0
4684,3,6.41,0.0
4685,3,14.37,0.0
4686,3,11.21,0.0
4687,3,28.68,0.0
4688,3,23.48,0.0
4689,3,18.6,0.0
4690,3,5.08,0.0
4691,3,8.63,0.0
4692,3,11.69,0.0
4693,3,9.75,0.0
4694,3,14.44,0.0
4695,3,12.57,0.0
4696,3,8.82,0.0
4697,3,15.42,0.0
4698,3,6.09,0.0
4699,3,37.91,0.0
4700,3,39.22,0.0
4701,3,105.38,0.33
4702,3,35.41,0.0
4703,3,69.72,0.0
4704,3,35.77,0.0
4705,3,35.96,0.0
4706,3,104.91,0.0
4707,3,22.78,0.0
4708,3,36.64,0.0
4709,3,16.72,0.0
4710,3,14.11,0.0
4711,3,25.59,0.0
4712,3,17.73,0.0
4713,3,16.08,0.0
4714,3,16.43,0.0
4715,3,26.93,0.0
4716,3,15.31,0.0
4717,3,14.47,0.0
4718,3,16.33,0.0
4719,3,19.42,0.0
4720,3,12.28,0.0
4721,3,10.37,0.0
4722,3,12.22,0.0
4723,3,9.13,0.67
4724,3,47.47,0.0
4725,3,7.67,0.0
4726,3,41.34,0.0
4727,3,25.84,0.0
4728,3,15.11,0.0
4729,3,31.77,0.0
4730,3,21.91,0.0
4731,3,14.7,0.0
4732,3,21.31,0.0
4733,3,34.15,0.0
4734,3,22.0,0.0
4735,3,21.12,0.0
4736,3,12.05,0.0
4737,3,9.14,0.0
4738,3,6.47,0.0
4739,3,22.63,0.0
4740,3,39.23,0.0
4741,3,14.51,0.0
4742,3,6.33,0.0
4743,3,33.02,0.0
4744,3,15.02,0.0
4745,3,6.93,0.0
4746,3,25.04,0.0
4747,3,74.28,0.0
4748,3,7.11,0.0
4749,3,6.16,0.0
4750,3,5.56,0.0
4751,3,34.79,0.0
4752,3,18.56,0.0
4753,3,17.96,0.0
4754,3,25.75,0.0
4755,3,9.8,0.0
4756,3,7.91,0.0
4757,3,8.19,0.0
4758,3,8.12,0.0
4759,3,18.68,0.0
4760,3,18.5,0.0
4761,3,30.86,0.0
4762,3,5.39,0.0
4763,3,11.01,0.0
4764,3,5.8,0.0
4765,3,7.9,0.0
4766,3,7.5,0.0
4767,3,22.8,0.0
4768,3,8.14,0.0
4769,3,9.69,0.0
4770,3,21.63,0.0
4771,3,18.07,0.0
4772,3,11.56,0.0
4773,3,20.87,0.0
4774,3,22.64,0.0
4775,3,6.94,0.0
4776,3,10.37,0.0
4777,3,4.53,0.0
4778,3,7.87,0.0
4779,3,20.57,0.0
4780,3,5.99,0.0
4781,3,6.25,0.0
4782,3,9.0,0.0
4783,3,6.78,0.0
4784,3,13.9,0.0
4785,3,16.81,0.0
4786,3,5.4,0.0
4787,3,8.98,0.0
4788,3,8.0,0.0
4789,3,9.38,0.0
4790,3,5.99,0.0
4791,3,5.23,0.0
4792,3,4.35,0.0
4793,3,5.49,0.0
4794,3,7.59,0.0
4795,3,9.63,0.0
4796,3,5.45,0.0
4797,3,16.99,0.0
4798,3,7.69,0.0
4799,3,13.65,0.0
4800,3,21.98,0.0
4801,3,31.19,0.0
4802,3,14.69,0.0
4803,3,15.68,0.0
4804,3,8.52,0.0
4805,3,9.95,0.0
4806,3,10.02,0.0
4807,3,10.37,0.0
4808,3,8.98,0.0
4809,3,31.89,0.0
4810,3,34.59,0.67
4811,3,18.88,0.0
4812,3,11.6,0.0
4813,3,13.76,0.0
4814,3,12.25,0.0
4815,3,10.51,0.0
4816,3,15.87,0.0
4817,3,6.78,0.0
4818,3,18.44,0.0
4819,3,83.99,0.0
4820,3,4.93,0.0
4821,3,12.82,0.0
4822,3,6.43,0.0
4823,3,6.31,0.0
4824,3,6.13,0.0
4825,3,16.49,0.0
4826,3,22.21,0.0
4827,3,14.41,0.0
4828,3,7.08,0.0
4829,3,11.5,0.0
4830,3,7.88,0.0
4831,3,10.22,0.0
4832,3,11.27,0.0
4833,3,8.56,0.0
4834,3,14.52,0.0
4835,3,9.9,0.0
4836,3,9.65,0.0
4837,3,9.22,0.0
4838,3,6.89,0.0
4839,3,7.55,0.0
4840,3,23.8,0.0
4841,3,13.15,0.0
4842,3,8.79,0.0
4843,3,10.58,0.0
4844,3,18.26,0.0
4845,3,7.81,0.0
4846,3,10.72,0.0
4847,3,16.8,0.0
4848,3,18.42,0.0
4849,3,8.42,0.0
4850,3,7.33,0.0
4851,3,14.5,0.0
4852,3,7.19,0.0
4853,3,6.68,0.0
4854,3,14.95,0.0
4855,3,9.04,0.0
4856,3,6.51,0.0
4857,3,20.62,0.67
4858,3,19.67,0.0
4859,3,12.95,0.0
4860,3,9.87,0.0
4861,3,25.68,0.33
4862,3,23.48,0.0
4863,3,17.61,0.0
4864,3,14.71,0.0
4865,3,9.74,0.0
4866,3,6.37,0.0
4867,3,8.04,0.0
4868,3,12.11,0.0
4869,3,9.29,0.0
4870,3,12.44,0.0
4871,3,11.32,0.0
4872,3,8.38,0.0
4873,3,18.93,0.0
4874,3,8.07,0.0
4875,3,8.66,0.0
4876,3,7.84,0.0
4877,3,30.17,0.0
4878,3,20.51,0.0
4879,3,9.04,0.0
4880,3,11.2,0.0
4881,3,10.51,0.0
4882,3,11.77,0.0
4883,3,8.73,0.0
4884,3,9.63,0.0
4885,3,25.68,0.0
4886,3,10.85,0.0
4887,3,38.49,0.0
4888,3,17.1,0.0
4889,3,17.15,0.0
4890,3,10.02,0.0
4891,3,14.8,0.0
4892,3,22.92,0.0
4893,3,21.82,0.0
4894,3,21.54,0.0
4895,3,24.19,0.0
4896,3,8.57,0.0
4897,3,21.92,0.0
4898,3,13.55,0.0
4899,3,7.04,0.0
4900,3,9.21,0.0
4901,3,6.99,0.0
4902,3,11.03,0.0
4903,3,9.26,0.0
4904,3,21.52,0.0
4905,3,26.75,0.0
4906,3,44.15,0.0
4907,3,3.98,0.0
4908,3,8.97,0.0
4909,3,13.37,0.0
4910,3,17.05,0.0
4911,3,9.23,0.0
4912,3,10.39,0.0
4913,3,15.07,0.0
4914,3,17.13,0.0
4915,3,8.34,0.0
4916,3,7.37,0.0
4917,3,6.02,0.0
4918,3,5.7,0.0
4919,3,6.61,0.0
4920,3,5.84,0.0
4921,3,13.13,0.0
4922,3,7.87,0.0
4923,3,11.36,0.0
4924,3,28.01,0.0
4925,3,7.85,0.0
4926,3,14.46,0.0
4927,3,7.71,0.0
4928,3,9.32,0.0
4929,3,11.71,0.0
4930,3,14.5,0.0
4931,3,5.8,0.0
4932,3,20.27,0.0
4933,3,8.86,0.0
4934,3,10.57,0.0
4935,3,15.77,0.0
4936,3,5.03,0.0
4937,3,19.61,0.0
4938,3,21.68,0.0
4939,3,8.97,0.0
4940,3,5.11,0.0
4941,3,10.49,0.0
4942,3,10.12,0.0
4943,3,10.53,0.0
4944,3,5.47,0.0
4945,3,7.03,0.0
4946,3,10.71,0.0
4947,3,6.35,0.0
4948,3,11.34,0.0
4949,3,17.28,0.0
4950,3,22.67,0.0
4951,3,7.75,0.0
4952,3,5.84,0.0
4953,3,9.18,0.0
4954,3,19.51,0.0
4955,3,15.65,0.0
4956,3,10.2,0.33
4957,3,15.1,0.0
4958,3,22.88,0.0
4959,3,94.89,0.0
4960,3,8.92,0.0
4961,3,7.79,0.0
4962,3,4.83,0.0
4963,3,16.5,0.0
4964,3,11.48,0.0
4965,3,8.68,0.0
4966,3,10.25,0.0
4967,3,14.73,0.0
4968,3,10.95,0.0
4969,3,13.23,0.0
4970,3,8.48,0.0
4971,3,10.18,0.0
4972,3,9.07,0.0
4973,3,6.78,0.0
4974,3,10.19,0.0
4975,3,13.58,0.0
4976,3,8.18,0.0
4977,3,12.32,0.0
4978,3,11.07,0.0
4979,3,9.34,0.0
4980,3,9.51,0.0
4981,3,8.44,0.0
4982,3,16.28,0.0
4983,3,14.82,0.0
4984,3,15.91,0.0
4985,3,9.84,0.0
4986,3,16.69,0.0
4987,3,8.92,0.0
4988,3,10.02,0.0
4989,3,4.02,0.0
4990,3,3.21,0.0
4991,3,11.28,0.0
4992,3,7.46,0.0
4993,3,27.8,0.0
4994,3,12.28,0.0
4995,3,20.27,0.0
4996,3,14.22,0.0
4997,3,13.44,0.0
4998,3,13.24,0.0
4999,3,14.4,0.0
5000,3,10.26,0.33
5001,3,8.34,0.0
5002,3,9.57,0.0
5003,3,9.59,0.0
5004,3,14.07,0.0
5005,3,12.19,1.0
5006,3,10.17,0.0
5007,3,43.45,0.0
5008,3,33.33,0.0
5009,3,5.37,0.0
5010,3,6.63,0.0
5011,3,8.75,0.0
5012,3,13.71,0.0
5013,3,22.15,0.0
5014,3,37.48,0.0
5015,3,10.28,0.0
5016,3,17.98,0.0
5017,3,18.83,0.0
5018,3,7.7,0.0
5019,3,12.41,0.0
5020,3,12.63,0.0
5021,3,5.23,0.0
5022,3,8.0,0.0
5023,3,20.44,0.0
5024,3,9.99,0.0
5025,3,10.69,0.0
5026,3,11.51,0.0
5027,3,48.0,0.0
5028,3,22.18,0.0
5029,3,7.6,0.0
5030,3,20.29,0.0
5031,3,11.64,0.0
5032,3,7.3,0.0
5033,3,10.71,0.0
5034,3,11.88,0.0
5035,3,11.06,0.0
5036,3,11.56,0.0
5037,3,8.11,0.0
5038,3,10.76,0.0
5039,3,11.36,0.0
5040,3,8.7,0.0
5041,3,44.78,0.0
5042,3,13.86,0.0
5043,3,17.15,0.0
5044,3,9.78,0.0
5045,3,17.11,0.0
5046,3,12.1,0.0
5047,3,10.87,0.0
5048,3,8.7,0.0
5049,3,6.37,0.0
5050,3,8.38,0.0
5051,3,5.66,0.0
5052,3,4.92,0.0
5053,3,6.58,0.0
5054,3,10.66,0.0
5055,3,14.38,0.0
5056,3,10.58,0.0
5057,3,13.11,0.0
5058,3,8.5,0.0
5059,3,4.15,0.0
5060,3,12.16,0.0
5061,3,14.06,0.0
5062,3,11.46,0.0
5063,3,16.73,0.0
5064,3,8.78,0.0
5065,3,7.02,0.0
5066,3,9.89,0.0
5067,3,19.38,0.0
5068,3,12.91,0.0
5069,3,7.93,0.0
5070,3,9.01,0.0
5071,3,8.89,0.0
5072,3,13.22,0.0
5073,3,44.56,0.0
5074,3,49.08,0.0
5075,3,11.67,0.0
5076,3,13.64,0.0
5077,3,11.03,0.0
5078,3,10.8,0.0
5079,3,21.85,0.0
5080,3,15.54,0.0
5081,3,9.72,0.0
5082,3,8.35,0.0
5083,3,7.04,0.0
5084,3,11.43,0.0
5085,3,13.58,0.0
5086,3,9.27,0.0
5087,3,7.81,0.0
5088,3,8.51,0.0
5089,3,8.7,0.0
5090,3,7.79,0.0
5091,3,6.65,0.0
5092,3,7.97,0.33
5093,3,25.96,0.0
5094,3,11.25,0.0
5095,3,24.56,0.0
5096,3,11.83,0.67
5097,3,10.77,0.0
5098,3,9.51,0.0
5099,3,8.46,0.0
5100,3,8.6,0.0
5101,3,10.69,0.0
5102,3,34.08,0.0
5103,3,8.97,0.0
5104,3,21.19,0.0
5105,3,3.15,0.0
5106,3,18.13,0.0
5107,3,538.73,0.0
5108,3,9.3,0.0
5109,3,6.46,0.0
5110,3,10.76,0.0
5111,3,9.97,0.0
5112,2,11.67,0.0
5113,2,10.78,0.0
5114,2,9.99,0.0
5115,2,7.85,0.0
5116,2,11.25,0.0
5117,2,10.4,0.0
5118,2,7.57,0.0
5119,2,8.57,0.0
5120,2,8.57,0.0
5121,2,8.55,0.0
5122,2,7.52,0.0
5123,2,5.92,0.0
5124,2,9.98,0.0
5125,2,5.7,0.0
5126,2,15.2,0.0
5127,2,6.85,0.0
5128,2,8.98,0.0
5129,2,8.28,0.0
5130,2,10.1,0.0
5131,2,7.55,0.0
5132,2,9.55,0.0
5133,2,6.07,0.0
5134,2,22.8,0.0
5135,2,7.55,0.0
5136,2,32.0,0.0
5137,2,7.02,0.0
5138,2,9.75,0.0
5139,2,6.38,0.0
5140,2,9.38,0.0
5141,2,13.48,0.0
5142,2,6.9,0.0
5143,2,7.82,0.0
5144,2,7.15,0.0
5145,2,5.53,0.0
5146,2,5.72,0.0
5147,2,15.89,0.0
5148,2,20.12,0.0
5149,2,18.98,0.0
5150,2,20.35,0.0
5151,2,9.95,0.0
5152,2,10.82,0.0
5153,2,16.21,0.0
5154,2,10.7,0.0
5155,2,14.02,0.0
5156,2,18.15,0.0
5157,2,13.75,0.0
5158,2,12.45,0.0
5159,2,211.42,0.0
5160,2,23.55,0.0
5161,2,12.38,0.5
5162,2,26.05,0.0
5163,2,10.42,0.0
5164,2,22.68,0.0
5165,2,4.96,0.0
5166,2,4.75,0.0
5167,2,5.13,0.0
5168,2,16.73,0.0
5169,2,11.18,0.0
5170,2,11.98,0.0
5171,2,12.15,0.0
5172,2,11.35,0.0
5173,2,10.72,0.0
5174,2,8.32,0.0
5175,2,9.78,0.0
5176,2,8.78,0.0
5177,2,10.28,0.0
5178,2,8.48,0.0
5179,2,14.88,0.0
5180,2,13.48,0.0
5181,2,32.38,0.0
5182,2,37.75,0.0
5183,2,4.98,0.0
5184,2,7.78,0.0
5185,2,8.94,0.0
5186,2,19.4,0.0
5187,2,7.82,0.0
5188,2,9.75,0.0
5189,2,9.83,0.0
5190,2,13.02,0.0
5191,2,10.1,0.0
5192,2,23.85,0.0
5193,2,10.32,0.0
5194,2,10.21,0.0
5195,2,11.25,0.0
5196,2,13.11,0.0
5197,2,6.98,0.0
5198,2,8.57,0.0
5199,2,29.98,0.0
5200,2,59.64,0.5
5201,2,7.57,0.0
5202,2,46.55,0.0
5203,2,12.62,0.0
5204,2,11.02,0.0
5205,2,25.62,0.0
5206,2,60.02,1.0
5207,2,23.12,0.0
5208,2,9.68,0.0
5209,2,15.62,0.0
5210,2,8.35,0.0
5211,2,14.32,1.5
5212,2,8.98,0.0
5213,2,92.57,0.0
5214,2,24.45,0.0
5215,2,27.34,0.0
5216,2,11.32,0.0
5217,2,6.52,0.0
5218,2,9.68,0.0
5219,2,7.15,0.0
5220,2,10.51,0.0
5221,2,29.25,0.0
5222,2,29.85,0.0
5223,2,17.98,0.0
5224,2,12.69,0.0
5225,2,11.4,0.0
5226,2,23.65,0.0
5227,2,18.48,0.0
5228,2,9.52,0.0
5229,2,8.88,0.0
5230,2,8.12,0.0
5231,2,10.04,0.0
5232,2,11.25,0.0
5233,2,9.38,0.0
5234,2,9.99,0.0
5235,2,6.2,0.0
5236,2,8.28,0.0
5237,2,7.42,0.0
5238,2,20.22,0.0
5239,2,9.32,0.0
5240,2,8.48,0.0
5241,2,9.72,0.0
5242,2,6.66,0.0
5243,2,15.77,0.0
5244,2,16.42,0.0
5245,2,9.3,0.0
5246,2,15.72,0.0
5247,2,14.12,0.0
5248,2,5.92,0.0
5249,2,15.82,0.0
5250,2,19.5,0.0
5251,2,7.94,0.0
5252,2,5.6,0.0
5253,2,6.84,0.0
5254,2,6.03,0.0
5255,2,9.78,0.0
5256,2,8.28,0.0
5257,2,10.55,0.0
5258,2,26.32,0.0
5259,2,17.82,0.0
5260,2,16.05,0.0
5261,2,6.88,0.0
5262,2,10.72,0.0
5263,2,10.75,0.0
5264,2,8.94,0.0
5265,2,9.32,0.0
5266,2,10.94,0.0
5267,2,14.02,0.0
5268,2,9.12,0.0
5269,2,8.55,0.0
5270,2,9.42,0.0
5271,2,16.58,0.0
5272,2,7.06,0.0
5273,2,18.48,0.0
5274,2,6.52,0.0
5275,2,4.18,0.0
5276,2,4.18,0.0
5277,2,4.18,0.0
5278,2,6.85,0.0
5279,2,8.72,0.0
5280,2,14.75,0.0
5281,2,17.12,0.0
5282,2,8.48,0.0
5283,2,13.26,0.0
5284,2,9.05,0.5
5285,2,7.3,0.0
5286,2,24.65,0.0
5287,2,6.54,0.0
5288,2,10.72,0.0
5289,2,15.28,0.0
5290,2,9.2,0.0
5291,2,3.69,0.0
5292,2,11.25,0.0
5293,2,7.84,0.0
5294,2,9.55,0.0
5295,2,11.28,0.0
5296,2,11.22,0.0
5297,2,5.92,0.0
5298,2,14.48,0.0
5299,2,9.48,0.0
5300,2,9.52,0.0
5301,2,16.12,0.0
5302,2,10.56,0.0
5303,2,9.29,0.0
5304,2,9.29,0.0
5305,2,5.24,0.0
5306,2,8.33,0.0
5307,2,9.33,0.0
5308,2,10.18,0.0
5309,2,9.2,0.0
5310,2,9.98,0.0
5311,2,7.92,0.0
5312,2,11.2,0.0
5313,2,41.62,0.0
5314,2,20.58,0.0
5315,2,17.9,0.0
5316,2,10.1,0.0
5317,2,6.94,0.0
5318,2,9.05,0.0
5319,2,13.2,0.0
5320,2,12.5,0.0
5321,2,11.78,0.0
5322,2,11.65,0.0
5323,2,9.3,0.0
5324,2,11.78,0.0
5325,2,9.74,0.0
5326,2,11.18,0.0
5327,2,12.4,0.0
5328,2,14.8,0.0
5329,2,4.84,0.0
5330,2,35.25,0.5
5331,2,11.42,0.0
5332,2,9.72,0.0
5333,2,11.35,0.0
5334,2,9.28,0.0
5335,2,12.5,0.0
5336,2,9.15,0.0
5337,2,12.4,0.0
5338,2,8.8,0.0
5339,2,26.28,0.0
5340,2,10.82,0.0
5341,2,19.84,0.0
5342,2,10.5,0.0
5343,2,6.35,0.0
5344,2,10.9,0.0
5345,2,15.45,0.0
5346,2,7.49,0.0
5347,2,11.45,0.0
5348,2,53.08,0.0
5349,2,86.52,0.0
5350,2,10.62,0.0
5351,2,8.35,0.0
5352,2,15.85,0.0
5353,2,13.73,0.0
5354,2,32.04,0.0
5355,2,19.27,0.0
5356,2,26.04,0.0
5357,2,16.04,0.0
5358,2,13.54,0.0
5359,2,21.48,0.0
5360,2,9.32,0.0
5361,2,16.52,0.0
5362,2,16.52,0.0
5363,2,8.12,0.0
5364,2,8.32,0.0
5365,2,24.18,0.0
5366,2,8.43,0.0
5367,2,6.58,0.0
5368,2,16.52,0.0
5369,2,19.75,0.0
5370,2,9.42,0.0
5371,2,25.62,0.0
5372,2,3.53,0.0
5373,2,5.72,0.0
5374,2,7.1,0.0
5375,2,6.63,0.0
5376,2,5.81,0.0
5377,2,5.6,0.0
5378,2,7.57,0.0
5379,2,10.3,0.0
5380,2,8.54,0.0
5381,2,6.57,0.0
5382,2,10.62,0.0
5383,2,11.38,0.0
5384,2,8.32,0.0
5385,2,9.68,0.0
5386,2,9.28,0.0
5387,2,8.12,0.0
5388,2,10.61,0.0
5389,2,22.29,0.0
5390,2,25.65,0.0
5391,2,8.62,1.0
5392,2,8.62,0.0
5393,2,9.45,0.0
5394,2,8.65,0.0
5395,2,24.22,0.0
5396,2,5.56,0.0
5397,2,16.27,0.0
5398,2,2.76,0.0
5399,2,9.38,0.0
5400,2,8.32,0.0
5401,2,8.12,0.0
5402,2,16.23,0.0
5403,2,12.02,0.0
5404,2,2.94,0.0
5405,2,4.47,0.0
5406,2,18.33,0.0
5407,2,13.3,0.0
5408,2,17.52,0.0
5409,2,8.75,0.0
5410,2,8.2,0.0
5411,2,22.28,0.0
5412,2,22.9,0.0
5413,2,6.98,0.0
5414,2,37.18,0.0
5415,2,33.1,0.0
5416,2,12.75,0.0
5417,2,7.71,0.5
5418,2,20.12,0.0
5419,2,15.62,0.0
5420,2,36.54,0.0
5421,2,26.65,0.0
5422,2,7.82,0.0
5423,2,10.72,0.0
5424,2,10.18,0.0
5425,2,10.75,0.0
5426,2,11.12,0.0
5427,2,41.52,0.0
5428,2,11.15,0.0
5429,2,14.85,0.0
5430,2,12.45,0.0
5431,2,15.75,0.0
5432,2,35.4,0.0
5433,2,82.64,0.0
5434,2,20.3,0.0
5435,2,7.71,0.0
5436,2,13.75,0.0
